Brand,Vehicle,Vehicle Type,Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
LINCOLN,LINCOLN MKZ,MID-SIZE,3,6,X,13.4,8.7,11.2,25,264
LINCOLN,LINCOLN MKZ AWD,MID-SIZE,2,4,X,11.8,8.4,10.2,28,239
LINCOLN,LINCOLN MKZ AWD,MID-SIZE,3,6,X,14,9.2,11.8,24,278
LINCOLN,LINCOLN MKZ HYBRID,MID-SIZE,2,4,X,5.7,6.2,5.9,48,139
LINCOLN,LINCOLN NAVIGATOR 4X4,SUV - STANDARD,3.5,6,X,15.9,12,14.2,20,333
LINCOLN,LINCOLN NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,X,16.1,12.4,14.5,19,339
MASERATI,MASERATI GHIBLI,MID-SIZE,3,6,Z,14.1,9.8,12.4,23,286
MASERATI,MASERATI GHIBLI S,MID-SIZE,3,6,Z,14.7,10,12.4,23,293
MASERATI,MASERATI GHIBLI SQ4,MID-SIZE,3,6,Z,14.7,9.9,12.6,22,295
MASERATI,MASERATI GRANTURISMO,SUBCOMPACT,4.7,8,Z,18.2,11.4,15.1,19,355
MASERATI,MASERATI GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,Z,18.2,11.6,15.2,19,358
MASERATI,MASERATI LEVANTE,SUV - STANDARD,3,6,Z,16.8,11.9,14.7,19,340
MASERATI,MASERATI LEVANTE S,SUV - STANDARD,3,6,Z,16.8,12.4,14.7,19,346
MASERATI,MASERATI QUATTROPORTE GTS,FULL-SIZE,3.8,8,Z,16.1,10.8,13.8,20,321
MASERATI,MASERATI QUATTROPORTE S,FULL-SIZE,3,6,Z,14.9,10.3,13.1,22,300
MASERATI,MASERATI QUATTROPORTE SQ4,FULL-SIZE,3,6,Z,15,10.3,13.1,22,301
MAZDA,MAZDA CX-3,COMPACT,2,4,X,8.2,6.9,7.6,37,179
MAZDA,MAZDA CX-3 4WD,COMPACT,2,4,X,8.8,7.5,8.2,34,192
MAZDA,MAZDA CX-5,SUV - SMALL,2,4,X,9.4,7.4,8.5,33,199
MAZDA,MAZDA CX-5,SUV - SMALL,2.5,4,X,9.8,7.7,8.6,33,204
MAZDA,MAZDA CX-5 4WD,SUV - SMALL,2.5,4,X,10.2,8.3,9.2,31,221
MAZDA,MAZDA CX-9,SUV - SMALL,2.5,4,X,10.6,8.4,9.6,29,225
MAZDA,MAZDA CX-9 4WD,SUV - SMALL,2.5,4,X,11.5,8.9,10.4,27,242
MAZDA,MAZDA MAZDA3 4-DOOR,COMPACT,2,4,X,8.4,6.4,7.5,38,176
MAZDA,MAZDA MAZDA3 4-DOOR,COMPACT,2,4,X,8.5,6.2,7.5,38,175
MAZDA,MAZDA MAZDA3 4-DOOR (SIL),COMPACT,2,4,X,8.5,6.2,7.5,38,175
MAZDA,MAZDA MAZDA3 4-DOOR,COMPACT,2.5,4,X,8.8,6.6,7.8,36,182
MAZDA,MAZDA MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,X,8.5,6.4,7.6,37,176
MAZDA,MAZDA MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,X,9.3,6.9,8.2,34,194
MAZDA,MAZDA MAZDA3 5-DOOR,MID-SIZE,2,4,X,8.4,6.4,7.5,38,174
MAZDA,MAZDA MAZDA3 5-DOOR (SIL),MID-SIZE,2,4,X,8.6,6.4,7.6,37,178
MAZDA,MAZDA MAZDA3 5-DOOR,MID-SIZE,2.5,4,X,9,6.7,7.8,36,183
MAZDA,MAZDA MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,X,8.7,6.6,7.8,36,181
MAZDA,MAZDA MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,X,9.6,7,8.4,34,198
MAZDA,MAZDA MAZDA5,MINIVAN,2.5,4,X,10.8,8.2,9.6,29,226
MAZDA,MAZDA MAZDA5,MINIVAN,2.5,4,X,11.1,8.3,9.8,29,230
MAZDA,MAZDA MAZDA6,MID-SIZE,2.5,4,X,9.1,6.7,8,35,187
MAZDA,MAZDA MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,X,8.9,6.7,7.9,36,186
MAZDA,MAZDA MAZDA6 (SIL),MID-SIZE,2.5,4,X,9.8,6.9,8.4,34,196
MAZDA,MAZDA MX-5,TWO-SEATER,2,4,Z,9,6.7,8,35,187
MAZDA,MAZDA MX-5 (SIL),TWO-SEATER,2,4,Z,8.9,7.1,8.1,35,190
MERCEDES-BENZ,MERCEDES-BENZ AMG C 63,COMPACT,4,8,Z,13.4,9.6,11.7,24,273
MERCEDES-BENZ,MERCEDES-BENZ AMG C 63 CABRIOLET,SUBCOMPACT,4,8,Z,14,10.1,12.2,23,291
MERCEDES-BENZ,MERCEDES-BENZ AMG C 63 COUPE,SUBCOMPACT,4,8,Z,13.8,10.1,12.1,23,285
MERCEDES-BENZ,MERCEDES-BENZ AMG C 63 S,COMPACT,4,8,Z,13.4,9.6,11.7,24,273
MERCEDES-BENZ,MERCEDES-BENZ AMG C 63 S CABRIOLET,SUBCOMPACT,4,8,Z,14,10.1,12.2,23,291
MERCEDES-BENZ,MERCEDES-BENZ AMG C 63 S COUPE,SUBCOMPACT,4,8,Z,13.8,10.1,12.1,23,285
MERCEDES-BENZ,MERCEDES-BENZ AMG CLA 45,COMPACT,2,4,Z,10.7,7.6,9.3,30,221
MERCEDES-BENZ,MERCEDES-BENZ AMG CLS 63 S 4MATIC,COMPACT,5.5,8,Z,15.1,10.8,13.1,22,308
MERCEDES-BENZ,MERCEDES-BENZ AMG G 63,SUV - STANDARD,5.5,8,Z,20,16.6,18.5,15,413
MERCEDES-BENZ,MERCEDES-BENZ AMG G 65,SUV - STANDARD,6,12,Z,22.2,18,20.3,14,467
MERCEDES-BENZ,MERCEDES-BENZ AMG GLA 45 4MATIC,SUV - SMALL,2,4,Z,11.3,8.5,10,28,233
MERCEDES-BENZ,MERCEDES-BENZ AMG GLC 43 4MATIC COUPE,SUV - SMALL,3,6,Z,17.4,11.1,14.6,19,353
MERCEDES-BENZ,MERCEDES-BENZ AMG GLE 43 4MATIC,SUV - STANDARD,3,6,Z,13.6,10.1,12,24,281
MERCEDES-BENZ,MERCEDES-BENZ AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3,6,Z,13.6,10.2,12,24,281
MERCEDES-BENZ,MERCEDES-BENZ AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,Z,17.3,13.5,15.6,18,363
MERCEDES-BENZ,MERCEDES-BENZ AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8,Z,17.2,12.8,15.2,19,363
MERCEDES-BENZ,MERCEDES-BENZ AMG GLS 63,SUV - STANDARD,5.5,8,Z,18.2,14,16.3,17,369
MERCEDES-BENZ,MERCEDES-BENZ AMG GT COUPE,TWO-SEATER,4,8,Z,14.5,10.8,12.8,22,303
MERCEDES-BENZ,MERCEDES-BENZ AMG GT S COUPE,TWO-SEATER,4,8,Z,14.5,10.8,12.8,22,303
MERCEDES-BENZ,MERCEDES-BENZ AMG S 63 4MATIC,FULL-SIZE,5.5,8,Z,15.7,10.1,13.2,21,313
MERCEDES-BENZ,MERCEDES-BENZ AMG S 63 CABRIOLET,COMPACT,5.5,8,Z,16.4,10.6,13.8,20,322
MERCEDES-BENZ,MERCEDES-BENZ AMG S 63 COUPE,COMPACT,5.5,8,Z,15.3,10.2,13,22,305
MERCEDES-BENZ,MERCEDES-BENZ AMG S 65,FULL-SIZE,6,12,Z,17.6,10.9,14.6,19,349
MERCEDES-BENZ,MERCEDES-BENZ AMG S 65 CABRIOLET,COMPACT,6,12,Z,17.1,11,14.3,20,348
MERCEDES-BENZ,MERCEDES-BENZ AMG S 65 COUPE,COMPACT,6,12,Z,18.7,11.6,15.5,18,365
MERCEDES-BENZ,MERCEDES-BENZ AMG SL 63,TWO-SEATER,5.5,8,Z,14.7,9.5,12.4,23,298
MERCEDES-BENZ,MERCEDES-BENZ AMG SL 65,TWO-SEATER,6,12,Z,17.6,10.8,14.5,19,340
MERCEDES-BENZ,MERCEDES-BENZ AMG SLC 43,TWO-SEATER,3,6,Z,11.6,8.2,10.1,28,234
MERCEDES-BENZ,MERCEDES-BENZ B 250,MID-SIZE,2,4,Z,9.7,6.6,8.3,34,179
MERCEDES-BENZ,MERCEDES-BENZ C 300 4MATIC,COMPACT,2,4,Z,10.1,7.8,9,31,212
MERCEDES-BENZ,MERCEDES-BENZ C 300 4MATIC CABRIOLET,SUBCOMPACT,2,4,Z,10.8,8,9.5,30,222
MERCEDES-BENZ,MERCEDES-BENZ C 300 4MATIC COUPE,SUBCOMPACT,2,4,Z,10.4,8,9.3,30,218
MERCEDES-BENZ,MERCEDES-BENZ CLA 250,COMPACT,2,4,Z,9.6,6.4,8.1,35,190
MERCEDES-BENZ,MERCEDES-BENZ CLS 550 4MATIC,COMPACT,4.7,8,Z,13.6,9.4,11.7,24,275
MERCEDES-BENZ,MERCEDES-BENZ E 300 4MATIC,MID-SIZE,2,4,Z,10.8,8.1,9.5,30,246
MERCEDES-BENZ,MERCEDES-BENZ E 400 4MATIC,MID-SIZE,3,6,Z,11.8,8.6,10.4,27,245
MERCEDES-BENZ,MERCEDES-BENZ E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3,6,Z,12.4,9.3,11,26,259
MERCEDES-BENZ,MERCEDES-BENZ E 400 CABRIOLET,SUBCOMPACT,3,6,Z,11.5,8.1,10,28,233
MERCEDES-BENZ,MERCEDES-BENZ E 400 COUPE,SUBCOMPACT,3,6,Z,11.8,8.4,10.2,28,239
MERCEDES-BENZ,MERCEDES-BENZ E 550 CABRIOLET,SUBCOMPACT,4.7,8,Z,13.7,9.2,11.7,24,275
MERCEDES-BENZ,MERCEDES-BENZ E 550 COUPE,SUBCOMPACT,4.7,8,Z,13.4,8.9,11.4,25,268
MERCEDES-BENZ,MERCEDES-BENZ G 550,SUV - STANDARD,4,8,Z,19,16.6,17.9,16,401
MERCEDES-BENZ,MERCEDES-BENZ GLA 250 4MATIC,SUV - SMALL,2,4,Z,10.3,7.6,9.1,31,212
MERCEDES-BENZ,MERCEDES-BENZ GLA 250 4MATIC,SUV - SMALL,2,4,E,13.6,10,12,24,128
MERCEDES-BENZ,MERCEDES-BENZ GLC 300 4MATIC,SUV - SMALL,2,4,Z,11.1,8.5,10,28,233
MERCEDES-BENZ,MERCEDES-BENZ GLE 400 4MATIC,SUV - STANDARD,3,6,Z,13.1,10.1,11.7,24,276
MERCEDES-BENZ,MERCEDES-BENZ GLE 550 4MATIC,SUV - STANDARD,4.7,8,Z,15.3,11.3,13.5,21,318
MERCEDES-BENZ,MERCEDES-BENZ GLS 450 4MATIC,SUV - STANDARD,3,6,Z,14.4,11.4,13,22,306
MERCEDES-BENZ,MERCEDES-BENZ GLS 550 4MATIC,SUV - STANDARD,4.7,8,Z,16.7,12.9,15,19,347
MERCEDES-BENZ,MERCEDES-BENZ MAYBACH S 600,FULL-SIZE,6,12,Z,18.2,11,15,19,359
MERCEDES-BENZ,MERCEDES-BENZ METRIS CARGO,SPECIAL PURPOSE VEHICLE,2,4,Z,11.1,9.1,10.2,28,240
MERCEDES-BENZ,MERCEDES-BENZ METRIS PASSENGER,SPECIAL PURPOSE VEHICLE,2,4,Z,11.5,9.3,10.5,27,248
MERCEDES-BENZ,MERCEDES-BENZ S 400 4MATIC SWB,MID-SIZE,3,6,Z,12.6,8.6,10.8,26,253
MERCEDES-BENZ,MERCEDES-BENZ S 550 4MATIC SWB,MID-SIZE,4.7,8,Z,14.3,9.2,12,24,280
MERCEDES-BENZ,MERCEDES-BENZ S 550 4MATIC LWB,FULL-SIZE,4.7,8,Z,14.3,9.2,12,24,280
MERCEDES-BENZ,MERCEDES-BENZ S 550 4MATIC CABRIOLET,COMPACT,4.7,8,Z,13.9,9.3,11.8,24,276
MERCEDES-BENZ,MERCEDES-BENZ S 550 4MATIC COUPE,COMPACT,4.7,8,Z,14.1,9.3,11.9,24,278
MERCEDES-BENZ,MERCEDES-BENZ S 600,FULL-SIZE,6,12,Z,17.5,10.8,14.5,19,350
MERCEDES-BENZ,MERCEDES-BENZ SL 450,TWO-SEATER,3,6,Z,11.5,8.4,10.1,28,237
MERCEDES-BENZ,MERCEDES-BENZ SL 550,TWO-SEATER,4.7,8,Z,13.6,9.5,11.7,24,275
MERCEDES-BENZ,MERCEDES-BENZ SLC 300,TWO-SEATER,2,4,Z,9.5,7.2,8.5,33,200
MINI,MINI COOPER 3 DOOR,SUBCOMPACT,1.5,3,Z,8.8,6.8,7.9,36,184
MINI,MINI COOPER 3 DOOR,SUBCOMPACT,1.5,3,Z,8.5,6.2,7.5,38,175
MINI,MINI COOPER 5 DOOR,SUBCOMPACT,1.5,3,Z,8.8,6.8,7.9,36,184
MINI,MINI COOPER 5 DOOR,SUBCOMPACT,1.5,3,Z,8.5,6.3,7.5,38,175
MINI,MINI COOPER CLUBMAN,MID-SIZE,1.5,3,Z,9.5,7.2,8.4,34,197
MINI,MINI COOPER CLUBMAN,MID-SIZE,1.5,3,Z,9.6,7,8.4,34,197
MINI,MINI COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,Z,10.2,7.8,9.1,31,213
MINI,MINI COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,Z,10.6,7.4,9.1,31,214
MINI,MINI COOPER CONVERTIBLE,MINICOMPACT,1.5,3,Z,8.8,6.8,7.9,36,184
MINI,MINI COOPER CONVERTIBLE,MINICOMPACT,1.5,3,Z,8.5,6.3,7.5,38,175
MINI,MINI COOPER COUNTRYMAN,MID-SIZE,1.5,3,Z,9.5,7.2,8.4,34,197
MINI,MINI COOPER COUNTRYMAN,MID-SIZE,1.5,3,Z,9.6,7,8.4,34,197
MINI,MINI COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,Z,10.3,7.9,9.2,31,215
MINI,MINI COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,Z,10.6,7.4,9.1,31,214
MINI,MINI COOPER S 3 DOOR,SUBCOMPACT,2,4,Z,9.3,7.2,8.3,34,196
MINI,MINI COOPER S 3 DOOR,SUBCOMPACT,2,4,Z,10.2,7.3,8.9,32,210
MINI,MINI COOPER S 5 DOOR,SUBCOMPACT,2,4,Z,9.3,7.2,8.3,34,196
MINI,MINI COOPER S 5 DOOR,SUBCOMPACT,2,4,Z,10.2,7.3,8.9,32,210
MINI,MINI COOPER S CLUBMAN,MID-SIZE,2,4,Z,10,7.2,8.7,32,205
MINI,MINI COOPER S CLUBMAN,MID-SIZE,2,4,Z,10.8,7.7,9.4,30,220
MINI,MINI COOPER S CLUBMAN ALL4,MID-SIZE,2,4,Z,10.2,7.4,9,31,210
MINI,MINI COOPER S CLUBMAN ALL4,MID-SIZE,2,4,Z,11.4,7.8,9.7,29,227
MINI,MINI COOPER S CONVERTIBLE,MINICOMPACT,2,4,Z,9.4,7.2,8.4,34,196
MINI,MINI COOPER S CONVERTIBLE,MINICOMPACT,2,4,Z,10.2,7.3,8.9,32,210
MINI,MINI COOPER S COUNTRYMAN  ALL4,MID-SIZE,2,4,Z,10.5,7.4,9.1,31,213
MINI,MINI COOPER S COUNTRYMAN  ALL4,MID-SIZE,2,4,Z,11.3,7.7,9.7,29,227
MINI,MINI JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2,4,Z,9.3,7.2,8.3,34,196
MINI,MINI JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2,4,Z,10.2,7.3,8.9,32,210
MINI,MINI JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2,4,Z,10.2,7.4,9,31,210
MINI,MINI JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2,4,Z,11.4,7.8,9.7,29,227
MINI,MINI JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2,4,Z,9.4,7.2,8.4,34,196
MINI,MINI JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2,4,Z,10.8,7.7,9.4,30,220
MITSUBISHI,MITSUBISHI LANCER,COMPACT,2,4,X,8.7,6.9,7.9,36,183
MITSUBISHI,MITSUBISHI LANCER,COMPACT,2,4,X,9.7,7.1,8.5,33,200
MITSUBISHI,MITSUBISHI LANCER,COMPACT,2.4,4,X,9.9,7.7,8.9,32,206
MITSUBISHI,MITSUBISHI LANCER,COMPACT,2.4,4,X,10.5,7.8,9.3,30,218
MITSUBISHI,MITSUBISHI LANCER 4WD,COMPACT,2.4,4,X,10.2,7.9,9.2,31,212
MITSUBISHI,MITSUBISHI LANCER SPORTBACK,STATION WAGON - SMALL,2,4,X,9.3,7.2,8.4,34,194
MITSUBISHI,MITSUBISHI LANCER SPORTBACK,STATION WAGON - SMALL,2,4,X,9.9,7.3,8.7,32,205
MITSUBISHI,MITSUBISHI MIRAGE,COMPACT,1.2,3,X,6.4,5.5,6,47,141
MITSUBISHI,MITSUBISHI MIRAGE,COMPACT,1.2,3,X,7.1,5.8,6.5,43,150
MITSUBISHI,MITSUBISHI MIRAGE G4,COMPACT,1.2,3,X,6.9,5.7,6.4,44,149
MITSUBISHI,MITSUBISHI MIRAGE G4,COMPACT,1.2,3,X,7.2,5.9,6.6,43,155
MITSUBISHI,MITSUBISHI OUTLANDER,SUV - SMALL,2.4,4,X,9.2,7.5,8.4,34,197
MITSUBISHI,MITSUBISHI OUTLANDER 4WD,SUV - SMALL,2.4,4,X,9.8,8.1,9,31,211
MITSUBISHI,MITSUBISHI OUTLANDER 4WD,SUV - SMALL,3,6,Z,11.9,8.5,10.4,27,242
MITSUBISHI,MITSUBISHI RVR,SUV - SMALL,2,4,X,9.7,7.8,8.8,32,204
MITSUBISHI,MITSUBISHI RVR,SUV - SMALL,2,4,X,10.3,8.2,9.3,30,216
MITSUBISHI,MITSUBISHI RVR 4WD,SUV - SMALL,2,4,X,10.1,8.2,9.2,31,213
NISSAN,NISSAN 370Z,TWO-SEATER,3.7,6,Z,12.6,9.3,11.1,25,261
NISSAN,NISSAN 370Z,TWO-SEATER,3.7,6,Z,13.3,9.3,11.5,25,269
NISSAN,NISSAN 370Z ROADSTER,TWO-SEATER,3.7,6,Z,13,9.7,11.5,25,270
NISSAN,NISSAN 370Z ROADSTER,TWO-SEATER,3.7,6,Z,13.6,9.7,11.8,24,278
NISSAN,NISSAN ALTIMA,MID-SIZE,2.5,4,X,8.8,6,7.5,38,176
NISSAN,NISSAN ALTIMA,MID-SIZE,3.5,6,X,10.6,7.3,9.1,31,214
NISSAN,NISSAN ALTIMA SR,MID-SIZE,2.5,4,X,8.8,6.5,7.8,36,183
NISSAN,NISSAN ARMADA 4WD,SUV - STANDARD,5.6,8,X,17.5,12.9,15.4,18,362
NISSAN,NISSAN FRONTIER,PICKUP TRUCK - SMALL,2.5,4,X,13.5,10.5,12.2,23,286
NISSAN,NISSAN FRONTIER,PICKUP TRUCK - SMALL,2.5,4,X,12.2,10.4,11.4,25,268
NISSAN,NISSAN FRONTIER,PICKUP TRUCK - SMALL,4,6,X,14.8,10.6,12.9,22,304
NISSAN,NISSAN FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,X,15.8,11.5,13.8,20,326
NISSAN,NISSAN FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,X,15.1,11.5,13.5,21,317
NISSAN,NISSAN GT-R,SUBCOMPACT,3.8,6,Z,14.5,10.7,12.8,22,300
NISSAN,NISSAN JUKE,STATION WAGON - SMALL,1.6,4,Z,8.5,7.5,8,35,189
NISSAN,NISSAN JUKE,STATION WAGON - SMALL,1.6,4,Z,8.6,7.2,8,35,188
NISSAN,NISSAN JUKE AWD,STATION WAGON - SMALL,1.6,4,Z,9,7.8,8.4,34,199
NISSAN,NISSAN JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,Z,9,7.6,8.4,34,197
NISSAN,NISSAN JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,Z,9.5,8.3,8.9,32,209
NISSAN,NISSAN MAXIMA,MID-SIZE,3.5,6,Z,11.1,7.8,9.6,29,225
NISSAN,NISSAN MICRA,COMPACT,1.6,4,X,8.9,6.8,7.9,36,186
NISSAN,NISSAN MICRA,COMPACT,1.6,4,X,8.7,6.8,7.9,36,185
NISSAN,NISSAN MURANO,STATION WAGON - MID-SIZE,3.5,6,X,11,8.3,9.8,29,230
NISSAN,NISSAN MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,X,11.2,8.4,9.9,29,232
NISSAN,NISSAN NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2,4,X,9.8,9,9.4,30,220
NISSAN,NISSAN PATHFINDER,SUV - SMALL,3.5,6,X,11.6,8.5,10.2,28,240
NISSAN,NISSAN PATHFINDER 4WD,SUV - SMALL,3.5,6,X,12.1,8.9,10.7,26,250
NISSAN,NISSAN PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,X,12.4,9.2,11,26,258
NISSAN,NISSAN QASHQAI,STATION WAGON - SMALL,2,4,X,8.8,7.3,8.1,35,191
NISSAN,NISSAN QASHQAI,STATION WAGON - SMALL,2,4,X,10,8.1,9.2,31,216
NISSAN,NISSAN QASHQAI AWD,STATION WAGON - SMALL,2,4,X,9.1,7.5,8.4,34,197
NISSAN,NISSAN ROGUE,SUV - SMALL,2.5,4,X,9.2,7,8.2,34,192
NISSAN,NISSAN ROGUE AWD,SUV - SMALL,2.5,4,X,9.6,7.4,8.6,33,203
NISSAN,NISSAN SENTRA (Turbo),MID-SIZE,1.6,4,Z,8.9,7.3,8.2,34,193
NISSAN,NISSAN SENTRA (Turbo),MID-SIZE,1.6,4,Z,9.1,7.3,8.3,34,195
NISSAN,NISSAN SENTRA,MID-SIZE,1.8,4,X,8.1,6.3,7.3,39,171
NISSAN,NISSAN SENTRA,MID-SIZE,1.8,4,X,9,6.8,8,35,187
NISSAN,NISSAN SENTRA NISMO,MID-SIZE,1.6,4,Z,9.4,7.8,8.7,32,205
NISSAN,NISSAN SENTRA NISMO,MID-SIZE,1.6,4,Z,9.5,7.6,8.7,32,204
NISSAN,NISSAN TITAN,PICKUP TRUCK - STANDARD,5.6,8,X,15,11.2,13.3,21,312
NISSAN,NISSAN TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,X,15.2,11.1,13.4,21,315
NISSAN,NISSAN TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,X,16,12,14.2,20,333
NISSAN,NISSAN VERSA,MID-SIZE,1.6,4,X,7.6,6.2,7,40,164
NISSAN,NISSAN VERSA,MID-SIZE,1.6,4,X,8.6,6.6,7.7,37,180
PORSCHE,PORSCHE 911 CARRERA,MINICOMPACT,3,6,Z,10.6,8,9.4,30,221
PORSCHE,PORSCHE 911 CARRERA,MINICOMPACT,3,6,Z,11.8,8.1,10.1,28,237
PORSCHE,PORSCHE 911 CARRERA CABRIOLET,MINICOMPACT,3,6,Z,10.8,8.3,9.7,29,227
PORSCHE,PORSCHE 911 CARRERA CABRIOLET,MINICOMPACT,3,6,Z,12,8.2,10.3,27,241
PORSCHE,PORSCHE 911 CARRERA S,MINICOMPACT,3,6,Z,10.8,8.3,9.7,29,226
PORSCHE,PORSCHE 911 CARRERA S,MINICOMPACT,3,6,Z,12.1,8.3,10.4,27,242
PORSCHE,PORSCHE 911 CARRERA S CABRIOLET,MINICOMPACT,3,6,Z,10.8,8.4,9.7,29,228
PORSCHE,PORSCHE 911 CARRERA S CABRIOLET,MINICOMPACT,3,6,Z,12.1,8.3,10.4,27,243
PORSCHE,PORSCHE 911 CARRERA 4,MINICOMPACT,3,6,Z,10.7,8.3,9.6,29,225
PORSCHE,PORSCHE 911 CARRERA 4,MINICOMPACT,3,6,Z,12.1,8.3,10.4,27,242
PORSCHE,PORSCHE 911 CARRERA 4 CABRIOLET,MINICOMPACT,3,6,Z,11,8.4,9.8,29,230
PORSCHE,PORSCHE 911 CARRERA 4 CABRIOLET,MINICOMPACT,3,6,Z,12.2,8.5,10.5,27,246
PORSCHE,PORSCHE 911 CARRERA 4S,MINICOMPACT,3,6,Z,11,8.5,9.9,29,232
PORSCHE,PORSCHE 911 CARRERA 4S,MINICOMPACT,3,6,Z,12.1,8.4,10.4,27,243
PORSCHE,PORSCHE 911 CARRERA 4S CABRIOLET,MINICOMPACT,3,6,Z,10.9,8.5,9.9,29,231
PORSCHE,PORSCHE 911 CARRERA 4S CABRIOLET,MINICOMPACT,3,6,Z,12.2,8.5,10.5,27,246
PORSCHE,PORSCHE 911 TARGA 4,MINICOMPACT,3,6,Z,10.9,8.4,9.8,29,228
PORSCHE,PORSCHE 911 TARGA 4,MINICOMPACT,3,6,Z,12.2,8.5,10.5,27,246
PORSCHE,PORSCHE 911 TARGA 4S,MINICOMPACT,3,6,Z,11.1,8.6,10,28,233
PORSCHE,PORSCHE 911 TARGA 4S,MINICOMPACT,3,6,Z,12.2,8.5,10.5,27,246
PORSCHE,PORSCHE 911 TURBO,MINICOMPACT,3.8,6,Z,12.6,9.9,11.4,25,266
PORSCHE,PORSCHE 911 TURBO CABRIOLET,MINICOMPACT,3.8,6,Z,12.6,9.9,11.4,25,267
PORSCHE,PORSCHE 911 TURBO S,MINICOMPACT,3.8,6,Z,12.6,9.9,11.4,25,266
PORSCHE,PORSCHE 911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,Z,12.6,9.9,11.4,25,267
PORSCHE,PORSCHE BOXSTER,TWO-SEATER,2,4,Z,10.5,8,9.4,30,219
PORSCHE,PORSCHE BOXSTER,TWO-SEATER,2,4,Z,11,8.3,9.8,29,229
PORSCHE,PORSCHE BOXSTER S,TWO-SEATER,2.5,4,Z,11,8.4,9.9,29,230
PORSCHE,PORSCHE BOXSTER S,TWO-SEATER,2.5,4,Z,12.1,9,10.7,26,249
PORSCHE,PORSCHE CAYENNE,SUV - STANDARD,3.6,6,Z,12.9,9.7,11.5,25,268
PORSCHE,PORSCHE CAYENNE PLATINUM,SUV - STANDARD,3.6,6,Z,13.6,10.2,12.1,23,281
PORSCHE,PORSCHE CAYENNE S,SUV - STANDARD,3.6,6,Z,13.9,9.6,12,24,281
PORSCHE,PORSCHE CAYENNE GTS,SUV - STANDARD,3.6,6,Z,14.5,10.4,12.6,22,296
PORSCHE,PORSCHE CAYENNE TURBO,SUV - STANDARD,4.8,8,Z,16.7,11.2,14.2,20,334
PORSCHE,PORSCHE CAYENNE TURBO S,SUV - STANDARD,4.8,8,Z,16.7,11.2,14.2,20,334
PORSCHE,PORSCHE CAYMAN,TWO-SEATER,2,4,Z,10.5,8,9.4,30,219
PORSCHE,PORSCHE CAYMAN,TWO-SEATER,2,4,Z,11,8.3,9.8,29,229
PORSCHE,PORSCHE CAYMAN S,TWO-SEATER,2.5,4,Z,11,8.4,9.9,29,230
PORSCHE,PORSCHE CAYMAN S,TWO-SEATER,2.5,4,Z,12.1,9,10.7,26,249
PORSCHE,PORSCHE MACAN,SUV - SMALL,2,4,Z,11.6,9.3,10.6,27,248
PORSCHE,PORSCHE MACAN S,SUV - SMALL,3,6,Z,13.7,10.3,12.2,23,285
PORSCHE,PORSCHE MACAN GTS,SUV - SMALL,3,6,Z,13.8,10.3,12.3,23,287
PORSCHE,PORSCHE MACAN TURBO,SUV - SMALL,3.6,6,Z,14.2,10.1,12.3,23,287
RAM,RAM 1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,X,13.9,9.6,11.9,24,280
RAM,RAM 1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,E,19.7,13.8,17,17,283
RAM,RAM 1500,PICKUP TRUCK - STANDARD,5.7,8,X,17,12,14.8,19,346
